"","lower","mean","upper","PIB","PIBO","AE"
"2020/09",11.734454976628,12.3513354507697,12.9319288381972,12.11818304,12,0.233152410769724
"2020/12",2.59401240038602,2.97864295904677,3.36327351770753,3.257435281,3.1,0.278792321953234
"2021/03",0.554622815463119,1.05261040497373,1.58172221882876,0.762320643,0.4,0.290289761973734
"2021/06",1.86259024035114,2.23142134816553,2.63098838163107,1.474270245,1.5,0.757151103165526
"2021/09",-1.72047003752137,-1.35637685897231,-0.961942582210824,-0.433415993,-0.2,0.922960865972311
"2021/12",-0.567724917596735,-0.198613301116538,0.170498315363687,0.020623217,-0.1,0.219236518116538
"2022/03",1.19663943631303,1.56519515922191,1.93375088213081,1.008903301,0.9,0.556291858221915
"2022/06",0.731761247758911,1.12513468032118,1.51850811288344,0.92437563,1,0.200759050321182
"2022/09",0.548725450649613,0.966778346003963,1.35497032026154,0.890356892,1,0.0764214540039629
"2022/12",-0.0356459900910977,0.290564419535272,0.646430320945868,0.455300092,0.4,0.164735672464728
"2023/03",0.471132398092237,0.824771503908678,1.17841060972508,1.020610932,1.1,0.195839428091322
"2023/06",NA,NA,NA,0.8,0.9,NA
"2023/09",0.556564897566659,0.880060028714084,1.17120564674673,1.070124378,0.9,0.190064349285916
"2023/12",-0.281982704308277,0.0064302304727164,0.294843165253695,0.082718882,0.1,0.0762886515272836
"2024/03",-0.590997743727158,-0.270688346579306,0.049621050568561,0.279951297,0.2,0.550639643579306
"2024/06",-0.0208825582731578,0.298856755552904,0.618596069378924,0.155891107,0.2,0.142965648552904
"2024/09",0.368693244213489,0.687650881774161,1.00660851933483,1.076084243,1,0.388433361225839
"2024/12",-0.85409738004995,-0.538237613470343,-0.222377846890751,-0.631823458,-0.6,0.0935858445296565
