"","lower","mean","upper","PIB","PIBO","AE"
"2020/09",-8.28428457838147,-8.28428457838147,-8.28428457838147,-8.625736774,-8.6,0.341452195618526
"2020/12",-4.09612942113502,-4.09612942113502,-4.09612942113502,-4.480017829,-4.6,0.383888407864982
"2021/03",-2.54435828382105,-2.54435828382105,-2.54435828382105,-2.770190686,-2.9,0.225832402178945
"2021/06",19.8442806087317,19.8442806087317,19.8442806087317,19.45556653,19.6,0.388714078731738
"2021/09",4.28777835686547,4.28777835686547,4.28777835686547,4.684202888,4.8,0.396424531134526
"2021/12",0.641157328952332,0.641157328952332,0.641157328952332,1.12499817,1,0.483840841047668
"2022/03",1.42356491233116,1.42356491233116,1.42356491233116,1.834084033,1.6,0.410519120668841
"2022/06",1.71408072527311,1.71408072527311,1.71408072527311,1.852244507,1.9,0.138163781726893
"2022/09",4.17366541197468,4.17366541197468,4.17366541197468,4.317241728,4.3,0.143576316025318
"2022/12",3.8087582635644,3.8087582635644,3.8087582635644,3.66157912,3.6,0.1471791435644
"2023/03",3.38764543439684,3.38764543439684,3.38764543439684,3.666961722,3.8,0.279316287603155
"2023/06",3.49126500522962,3.49126500522962,3.49126500522962,3.6,3.6,0.108734994770379
"2023/09",3.58083981550079,3.58083981550079,3.58083981550079,3.291824907,3.3,0.289014908500795
"2023/12",2.76668777204902,2.76668777204902,2.76668777204902,2.513767676,2.4,0.252920096049025
"2024/03",2.38838251587651,2.38838251587651,2.38838251587651,1.933910644,2,0.454471871876515
"2024/06",1.14912347601378,1.14912347601378,1.14912347601378,0.95016632,1.1,0.198957156013784
"2024/09",1.38948556626923,1.38948556626923,1.38948556626923,1.576986987,1.5,0.187501420730771
"2024/12",-0.0974516057295318,-0.0974516057295318,-0.0974516057295318,0.53372681,0.6,0.631178415729532
