"","lower","mean","upper","PIB","PIBO","AE"
"2020/12",1.99165730778384,2.66611042997482,3.85443259764465,3.257435281,3.1,0.591324851025178
"2021/03",-0.911016485618973,0.0845201249191234,2.16892490323329,0.762320643,0.4,0.677800518080877
"2021/06",1.93615132635212,1.96691906095741,2.08998999937862,1.474270245,1.5,0.492648815957409
"2021/09",-0.770972239507543,-0.0136948467002895,0.107469536148884,-0.433415993,-0.2,0.41972114629971
"2021/12",-1.41714657254009,-0.462919210441342,0.552871207276695,0.020623217,-0.1,0.483542427441342
"2022/03",0.633363452812176,1.58569749008788,2.35370881047152,1.008903301,0.9,0.576794189087881
"2022/06",0.162062263119395,1.22105029110394,2.00772711189241,0.92437563,1,0.296674661103936
"2022/09",-0.576162293286657,0.231613406821566,1.45823576624512,0.890356892,1,0.658743485178434
"2022/12",-0.443494967556575,0.415765735769853,1.18613740082114,0.455300092,0.4,0.0395343562301474
"2023/03",0.418489625661266,1.18531221893852,1.71618939889969,1.020610932,1.1,0.16470128693852
"2023/06",NA,NA,NA,0.8,0.9,NA
"2023/09",0.0966658064071737,0.80841459911467,1.48781117397188,1.070124378,0.9,0.26170977888533
"2023/12",-0.533793416025787,0.202605276117353,0.682865292732401,0.082718882,0.1,0.119886394117353
"2024/03",-1.05473924596716,-0.34885069796691,0.453295379306141,0.279951297,0.2,0.62880199496691
"2024/06",-0.623853909549155,0.1119116724756,0.911656870328642,0.155891107,0.2,0.0439794345244003
"2024/09",-0.0424675285904783,0.690699636421371,1.36011313491046,1.076084243,1,0.385384606578629
"2024/12",-1.24100844935778,-0.514483588972155,0.0541010843730874,-0.631823458,-0.6,0.117339869027845
