Short,Large,IAI,ISBSVM,TDU,M,CONF_CONS,CONF_MAN,CONF_COM,CONF_SERV,T_EMP_MAN,IPC,TC,TIIE_28,SP_500,IPI_EUA,ANTAD,PROD_VEH,OCUP_HOT,GASOLINAS,IMSS,REMESAS,MOVILIDAD,M4,X,PEDIDOS_MANU,IGAE,TARJETAS,SPEI,IMEF,INPC,SATELITES,PRECIO,U_US,TOTAL_NONFARM,TOTAL_CONSTR,TOTAL_MANUF,TOTAL_SERV,MANUF_USA
IGAE,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2013 > Series desestacionalizadas y tendencia-ciclo > Total > Serie desestacionalizada Índice ",P,P,N,P,P,P,P,P,P,P,N,I,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,I,I,I,I,I,I,I,I,P
