date,IGAE
1993/01,56.273223713369
1993/02,57.714499939356
1993/03,57.832773813248
1993/04,57.183511159677
1993/05,57.895557453137
1993/06,57.445104539399
1993/07,58.302371460460
1993/08,58.068505060963
1993/09,57.843423714099
1993/10,57.745879591716
1993/11,57.595582865347
1993/12,58.483156263043
1994/01,58.741830737682
1994/02,58.722422399604
1994/03,59.183261358466
1994/04,60.437640957021
1994/05,60.325704049897
1994/06,60.439425104976
1994/07,59.941571806000
1994/08,60.477374238442
1994/09,60.859012148579
1994/10,61.087381974951
1994/11,61.307275159725
1994/12,60.766582468533
1995/01,60.872182593361
1995/02,57.010078402291
1995/03,56.730269898614
1995/04,55.110726690381
1995/05,54.710567676340
1995/06,55.294794366881
1995/07,55.702206907087
1995/08,56.115471961366
1995/09,56.626472428742
1995/10,55.364752860879
1995/11,57.163890726757
1995/12,59.206984107842
1996/01,59.150723824059
1996/02,58.595774273344
1996/03,59.113891772574
1996/04,58.830103368107
1996/05,59.634887089361
1996/06,60.122033276073
1996/07,60.168115645505
1996/08,60.172661354052
1996/09,60.643128640481
1996/10,61.116442401701
1996/11,61.927422524344
1996/12,62.315886885177
1997/01,62.029057462761
1997/02,62.270260772571
1997/03,62.652005164849
1997/04,63.291149874214
1997/05,63.905575872511
1997/06,64.593675479940
1997/07,64.551784258694
1997/08,65.107908185853
1997/09,65.420881019642
1997/10,66.379912075007
1997/11,66.949682354244
1997/12,66.766524546932
1998/01,67.165924788471
1998/02,68.045446053418
1998/03,68.563051910859
1998/04,68.609817514244
1998/05,68.497283556254
1998/06,68.146415403645
1998/07,68.646086245201
1998/08,68.911304487973
1998/09,68.613256329130
1998/10,68.521072418558
1998/11,68.650276027368
1998/12,69.003465243410
1999/01,69.532032685784
1999/02,69.453702952194
1999/03,69.694963201508
1999/04,69.831561720051
1999/05,70.112957220049
1999/06,69.813291521650
1999/07,70.341592193962
1999/08,70.233103594909
1999/09,70.922396894554
1999/10,70.819155597033
1999/11,70.994220040942
1999/12,71.682394229030
2000/01,73.629239252881
2000/02,73.154528955900
2000/03,73.109045785399
2000/04,73.245209355204
2000/05,73.820341371226
2000/06,74.336661088668
2000/07,74.776282314229
2000/08,74.334868682895
2000/09,74.347418621728
2000/10,74.386961092150
2000/11,74.185896171573
2000/12,73.497528760789
2001/01,74.182751938749
2001/02,73.589034894476
2001/03,73.409666991233
2001/04,73.281733814089
2001/05,73.150946490502
2001/06,73.260954925705
2001/07,73.090637209232
2001/08,73.531886869915
2001/09,73.401129379451
2001/10,72.611240369992
2001/11,72.860511373846
2001/12,72.721863267413
2002/01,71.791617236099
2002/02,71.769641929205
2002/03,72.376162568211
2002/04,72.900990413065
2002/05,72.986168599329
2002/06,72.902630707762
2002/07,73.226659831382
2002/08,73.790328636752
2002/09,73.611815794832
2002/10,73.943296463959
2002/11,73.536494968255
2002/12,73.533917608657
2003/01,73.515781529619
2003/02,73.964100181826
2003/03,73.408052384159
2003/04,73.522132646507
2003/05,73.285897747738
2003/06,73.893774265097
2003/07,73.901679497797
2003/08,73.240089239320
2003/09,73.450802340426
2003/10,73.765959680960
2003/11,73.881323753967
2003/12,74.797966623519
2004/01,75.108686979001
2004/02,75.333795465407
2004/03,76.289327564043
2004/04,76.018674926773
2004/05,76.160052180167
2004/06,76.512237582191
2004/07,76.045729877389
2004/08,76.207277939637
2004/09,76.237072964213
2004/10,76.453556707972
2004/11,77.124394106184
2004/12,77.082765123770
2005/01,77.133945153889
2005/02,77.280344862450
2005/03,76.930324227323
2005/04,77.333067396843
2005/05,77.488796355521
2005/06,76.871100568626
2005/07,77.122688379453
2005/08,78.151298362520
2005/09,78.520456642357
2005/10,78.766903557831
2005/11,79.483156508606
2005/12,79.951439137744
2006/01,81.413136211107
2006/02,80.603549097347
2006/03,80.701487941059
2006/04,81.122525985772
2006/05,81.986710720320
2006/06,81.818010432421
2006/07,81.829343936259
2006/08,81.977954181025
2006/09,81.994217048548
2006/10,82.170686595907
2006/11,81.948259509469
2006/12,82.306411161759
2007/01,82.414492093926
2007/02,82.442513743543
2007/03,82.915330511716
2007/04,83.294794546871
2007/05,83.453014812078
2007/06,83.836432486981
2007/07,83.674506701024
2007/08,83.888279422429
2007/09,84.030235431519
2007/10,83.932304522890
2007/11,83.578029483171
2007/12,83.635405530276
2008/01,84.110789812863
2008/02,84.244489099398
2008/03,83.150321868027
2008/04,84.667700939666
2008/05,84.236653832720
2008/06,84.909850812976
2008/07,84.870965892616
2008/08,83.924456241244
2008/09,83.666298905294
2008/10,83.779211715496
2008/11,82.624706009931
2008/12,81.717146227460
2009/01,78.155181631029
2009/02,77.851781858232
2009/03,77.647092202699
2009/04,77.016626338174
2009/05,76.627924583266
2009/06,77.816405617883
2009/07,79.295878009408
2009/08,79.074306168066
2009/09,79.667254967765
2009/10,80.262601920168
2009/11,81.083285485667
2009/12,81.517178773484
2010/01,80.865978479263
2010/02,81.507552374724
2010/03,82.103407155204
2010/04,83.041148280857
2010/05,82.863343379592
2010/06,82.819354101007
2010/07,83.145485391885
2010/08,83.252439284767
2010/09,83.546063539704
2010/10,83.496167473369
2010/11,83.663397766854
2010/12,84.375071090221
2011/01,84.530794289808
2011/02,84.662019278581
2011/03,85.177999681974
2011/04,84.452821857584
2011/05,85.488784790064
2011/06,85.859726568040
2011/07,86.153012222832
2011/08,86.849630473302
2011/09,86.917775794534
2011/10,86.977539450248
2011/11,87.596558725048
2011/12,87.534209725706
2012/01,88.365393010871
2012/02,88.526134654013
2012/03,88.670313657908
2012/04,88.957557032200
2012/05,88.490824759289
2012/06,89.118056487239
2012/07,89.441992085581
2012/08,88.967220573865
2012/09,89.300665539633
2012/10,89.221256149830
2012/11,90.053745481368
2012/12,89.758731174898
2013/01,89.753906433699
2013/02,89.539645590207
2013/03,89.515769142774
2013/04,89.174955235161
2013/05,89.948871763522
2013/06,89.624078616189
2013/07,89.718660374770
2013/08,90.235053543248
2013/09,90.136967778238
2013/10,90.378609272439
2013/11,90.219359809281
2013/12,90.702887802949
2014/01,90.141867031868
2014/02,91.175061643790
2014/03,91.448522256595
2014/04,91.877836416128
2014/05,92.539853357575
2014/06,92.206098495957
2014/07,92.741120091739
2014/08,92.136817324656
2014/09,92.350202905980
2014/10,93.023386867399
2014/11,93.134996335965
2014/12,93.073425100779
2015/01,93.206280413073
2015/02,93.456612087454
2015/03,93.616945309457
2015/04,94.515901419869
2015/05,93.844652185643
2015/06,94.274651153409
2015/07,95.038969440929
2015/08,94.974002008812
2015/09,96.459575824623
2015/10,95.224015952447
2015/11,94.603853156490
2015/12,94.866311264111
2016/01,95.126227194671
2016/02,95.546962493254
2016/03,95.090646083327
2016/04,95.171360001178
2016/05,95.479580366382
2016/06,95.928193664389
2016/07,95.820522466566
2016/08,96.155929921852
2016/09,96.771681354183
2016/10,97.008481288716
2016/11,97.245138602600
2016/12,97.713009119354
2017/01,97.995685014110
2017/02,97.545531095773
2017/03,97.886626836268
2017/04,97.845173011904
2017/05,97.671761811261
2017/06,98.125086028848
2017/07,97.293455799104
2017/08,98.294831549281
2017/09,97.222907549548
2017/10,98.427805793673
2017/11,99.206220436360
2017/12,99.842168795711
2018/01,99.158786459768
2018/02,99.649889799385
2018/03,100.343771022264
2018/04,99.422613344052
2018/05,100.144140755493
2018/06,99.950092094619
2018/07,100.237897593786
2018/08,100.612010031996
2018/09,100.697666485072
2018/10,100.597361780356
2018/11,100.021300569672
2018/12,99.669001742100
2019/01,100.101046675136
2019/02,100.419820350433
2019/03,99.211565105176
2019/04,99.677905647860
2019/05,99.251181643864
2019/06,99.724567280366
2019/07,99.557662193458
2019/08,99.642645691977
2019/09,100.085972210552
2019/10,99.038138593924
2019/11,99.284046875428
2019/12,99.057728678332
2020/01,99.933220595927
2020/02,98.943533553079
2020/03,95.606155225213
2020/04,77.646811130721
2020/05,76.148004927198
2020/06,85.168104736906
2020/07,89.531097720355
2020/08,92.167203758166
2020/09,94.644663750589
2020/10,95.641454234642
2020/11,96.382219158439
2020/12,96.083047654839
2021/01,96.106821452782
2021/02,95.598885028577
2021/03,97.355926027171
2021/04,97.261018544361
2021/05,97.268577572147
2021/06,97.110813272326
2021/07,96.759308113202
2021/08,96.019945901554
2021/09,95.818294471966
2021/10,96.491982031507
2021/11,97.052036761044
2021/12,97.670420558474
2022/01,98.178039944293
2022/02,98.589093691853
2022/03,98.933707819957
2022/04,99.933421145289
2022/05,99.786916346229
2022/06,99.545574147957
2022/07,100.055598034327
2022/08,100.628201051210
2022/09,100.674839549069
2022/10,101.163630407836
2022/11,101.583087499492
2022/12,102.367214230814
2023/01,102.243309043265
2023/02,102.266508214442
2023/03,101.506224847751
2023/04,103.163667080498
2023/05,103.146840551849
2023/06,103.590859592553
2023/07,103.552669257274
2023/08,104.030947000140
2023/09,104.835031174028
2023/10,105.094217262322
2023/11,104.286576070108
2023/12,104.133077632106
2024/01,103.229531444884
2024/02,104.733726862147
2024/03,104.819678435366
2024/04,104.223969897876
2024/05,104.928398275302
2024/06,104.987232852320
2024/07,105.690199185452
2024/08,105.384737404218
2024/09,105.521257642330
2024/10,104.788184267382
2024/11,105.203970064833
2024/12,
2025/01,
