"date","IGAE","GA1","GA2","GA3"
"1981/01","3.102794806827","2.762451626124","3.517201034834","2.480266265043"
"1981/02","2.747301074124","2.596875828524","3.710667508463","2.234120457632"
"1981/03","0.5756485051","2.41799045421","0.541876283944","0.166479327866"
"1981/04","1.076938720062","1.737551826977","-0.137251792057","2.36945278495"
"1982/01","-0.962578316821","0.013144156245","-0.056729618461","-2.046684371115"
"1982/02","0.085896725624","-1.741364567867","-0.060353428215","0.655458920312"
"1982/03","-0.566444932477","-5.421414258027","-2.20123609839","0.785733639958"
"1982/04","-2.417204670044","-5.680990084232","-4.183436318622","-0.741092205873"
"1983/01","-1.781141976922","9.35680497002","-4.571707777223","-0.467519101938"
"1983/02","-1.80402284634","-1.966775538507","-2.470875275907","-1.452662150386"
"1983/03","0.368590208771","3.1193772288","-0.052288819149","0.539668809391"
"1983/04","1.345738343298","2.82710967201","1.569019500432","0.977647092658"
"1984/01","2.781613930643","-2.019311783082","1.944207981029","3.518955372591"
"1984/02","-1.209767316069","0.401722471483","1.082678412275","-2.297087984282"
"1984/03","1.85493037928","1.238195179498","1.662967051173","1.667997376149"
"1984/04","-0.138799499735","-1.401134775813","1.290414939018","-1.017501095374"
"1985/01","1.587712157022","-1.012773418975","1.517083458918","1.644352908387"
"1985/02","-0.56107803275","9.167059306021","-0.334981156319","-0.859828907934"
"1985/03","0.508069556877","-5.928101827143","0.56293537321","0.480295519267"
"1985/04","-0.205904463152","3.409735134932","-0.372185565572","-0.230950549721"
"1986/01","-2.03806085211","0.048914233724","-3.097198606281","-1.427005568327"
"1986/02","-1.24575366464","-1.964085122921","-2.75300260222","0.058528887295"
"1986/03","-1.604921905862","-0.267135607614","-3.099412789314","-0.838509290204"
"1986/04","-0.653751224775","-4.931119181667","-1.689563221066","0.17481318099"
"1987/01","1.011153713856","6.231088226773","1.945375715765","0.048572913467"
"1987/02","2.773416814779","0.264604834274","5.482908724745","1.624677025126"
"1987/03","0.812533774187","-0.144821585772","1.534350821682","-0.070519406916"
"1987/04","0.855533387856","-2.452340620015","0.851606421589","1.264249969437"
"1988/01","-0.68767379969","-0.862213013445","-0.769473701054","-0.375745228488"
"1988/02","-0.330266346865","-0.032577741369","-1.145183636733","-0.084562142249"
"1988/03","0.101842704551","0.175240675201","0.09222459465","0.030004298683"
"1988/04","1.532146186182","-3.645062511374","2.413443194465","1.474481292709"
"1989/01","1.875688039425","3.411135483776","1.774465210675","1.953162909376"
"1989/02","-0.128800084416","-7.910119018215","0.268153222568","0.050404811541"
"1989/03","1.895631663733","14.054697355824","1.339922617392","1.244219851445"
"1989/04","-1.070721472692","-9.976046319398","-1.454796483047","0.075861753181"
"1990/01","2.597233368248","7.601299903234","4.163263454755","1.178248658397"
"1990/02","1.972156971196","2.330022362235","2.40124085376","1.840644731815"
"1990/03","1.498394296446","0.274013055572","1.266787742289","1.325220013888"
"1990/04","0.96462109861","3.448368435666","0.170515228579","1.383658126233"
"1991/01","0.428691355992","-0.676073121841","0.699503715698","0.899293349333"
"1991/02","1.092405581851","0.015820477973","0.256528436902","1.389898376655"
"1991/03","0.508559949249","-0.212754876952","0.016924876083","0.736576774573"
"1991/04","1.784815815121","-0.052020283513","2.410889087021","1.167242930316"
"1992/01","-0.031806985357","-4.869990947231","0.645690722372","0.671695767205"
"1992/02","1.379611190633","2.985378446591","1.304214066731","1.114298657018"
"1992/03","1.437826056493","1.043403160186","1.68845655145","0.949962511239"
"1992/04","-0.029571898582","1.284398542113","-1.554955259896","0.342859975562"
"1993/01","1.088193382663","3.539529678967","0.233125192771","2.603313322221"
"1993/02","0.026632503088","-1.11259910049","-0.669713947794","0.513129615775"
"1993/03","1.165246437049","3.291613676242","1.209956301554","0.66824944596"
"1993/04","0.62817890655","-4.207061510023","1.073656821307","-0.118716802208"
"1994/01","0.988728188234","0.16833193936","1.862448398756","1.410253517157"
"1994/02","2.286095613138","7.608641130701","1.904009405647","1.940391734432"
"1994/03","0.557929958427","-9.878179662703","0.050653846963","0.971064690655"
"1994/04","1.07745832691","4.449742175775","-0.226193510309","1.942050235486"
"1995/01","-4.599041414451","-3.017782201068","-5.183353693022","-3.731443812689"
"1995/02","-6.034847649541","2.719099587127","-9.184043900607","-4.376612003544"
"1995/03","2.138198389986","6.117325791114","1.87857737171","1.728136449059"
"1995/04","2.288916489034","-2.017461785171","3.854503380535","1.122209632172"
"1996/01","2.341666918195","2.237331772296","5.818739581026","1.463748070908"
"1996/02","1.060600228574","-1.873369127456","1.510171879589","0.590985616364"
"1996/03","1.472037784426","0.879829093448","1.572569141412","1.158462220057"
"1996/04","3.169280850702","2.040287988981","4.26795343514","1.878843090345"
"1997/01","0.354054584","-1.563876820883","0.254286027287","1.480085594555"
"1997/02","2.351176041187","1.537443377625","2.658948059119","1.956126834562"
"1997/03","2.09331899752","-4.965594622281","2.712864207086","1.755592547309"
"1997/04","2.820605090288","5.665601360319","2.639009489765","2.611458274162"
"1998/01","1.530075977296","1.797531364425","2.300629847655","1.421697790696"
"1998/02","0.725266863661","-1.519215389166","0.593507554937","0.772171502383"
"1998/03","0.491417702129","4.321954646715","0.040876390225","0.618322332342"
"1998/04","0.184725740872","-5.61706714106","0.571988639764","0.057105030918"
"1999/01","0.865214348378","13.057610557797","0.464747106751","0.893567233696"
"1999/02","0.74638616375","-12.326601220039","0.466902468742","1.347460210437"
"1999/03","0.936198486073","4.383660774348","0.275834325456","1.211251618208"
"1999/04","1.01597223379","-3.411916260643","0.861301731923","1.235212107096"
"2000/01","2.08058579274","9.329763503336","3.154743643274","1.949293162032"
"2000/02","1.251826338391","-4.3831852949","1.383221458857","1.010037618028"
"2000/03","1.084257456838","-4.810192459072","0.663199461032","1.082936843006"
"2000/04","-1.109644560502","6.595299647822","-2.755409878121","0.130881938424"
"2001/01","0.619640540418","0.265600394768","1.222584651331","-0.392105102556"
"2001/02","-0.735988835453","4.084005155208","-2.043063588449","-0.273625758138"
"2001/03","-0.213127946586","0.154134548609","-0.130434091597","-0.182125714529"
"2001/04","-0.84960616427","2.333036487431","-1.373689092242","-0.454045655546"
"2002/01","-0.626398232111","-4.411372059645","-1.268528678695","-0.245205993846"
"2002/02","1.056171987751","0.355898168988","0.563045986938","1.346370888164"
"2002/03","0.949258199625","1.631842562406","1.129078490235","0.757934635363"
"2002/04","0.222832477684","-1.390937296984","1.006387354489","-0.238353989006"
"2003/01","-0.057980391607","2.143754498853","-0.878992756237","0.538593931374"
"2003/02","0.157422135064","2.073076795352","0.510786946578","-0.450326730852"
"2003/03","0.038258728676","1.591524303308","0.043347996415","-0.076976928837"
"2003/04","0.913638190033","-2.509778521713","0.681419940212","1.063528119125"
"2004/01","1.339822610881","5.67654711408","1.902693887934","1.309410530859"
"2004/02","1.321522301492","-3.032058383115","1.198650586795","1.360367682526"
"2004/03","-0.074226559367","-2.821261900494","-0.063677129183","0.03735215294"
"2004/04","1.069191970583","4.349529741438","0.616226908766","1.201556601227"
"2005/01","0.229661222746","-4.841938927047","0.690393751264","-0.148162730403"
"2005/02","-0.009540719005","-1.876737232131","0.0919412858","0.317300372354"
"2005/03","1.038059131382","7.747712312105","0.397589494878","1.178337181223"
"2005/04","1.852378894416","-5.087395868253","2.972598918569","1.47696278368"
"2006/01","1.954480932933","4.562276879721","1.395718015249","1.9484409929"
"2006/02","0.87577006879","1.818424718224","1.184333070043","0.726463267057"
"2006/03","0.249961926264","-1.246239817839","0.583150064223","0.14620242035"
"2006/04","0.353911305708","4.045387424114","-0.246319249183","0.41307809343"
"2007/01","0.693733048935","1.386065322649","0.467824622107","1.011038109277"
"2007/02","0.668537169567","0.125814694301","0.494679704222","0.973313366432"
"2007/03","0.361710057253","0.117868579811","-0.238072155774","0.728109033508"
"2007/04","0.240277030167","0.382857227593","0.018083299686","0.52702575506"
"2008/01","0.036818174738","-0.384395019137","0.162995332992","-0.360527767938"
"2008/02","0.666710802218","1.108027481136","-0.485599025215","1.323587881923"
"2008/03","0.106322077928","-2.564632584529","-0.897490883525","0.824991524223"
"2008/04","-1.59955665248","4.726469026849","-1.654611410604","-1.898712275253"
"2009/01","-6.184423435632","-3.223893188791","-7.496661038176","-5.062473220502"
"2009/02","-1.619885012328","-2.155243209558","-0.961927702222","-1.557848037428"
"2009/03","3.598268725132","-0.862915044697","2.9331967573","3.993137264834"
"2009/04","2.162678620826","1.184998113065","2.509476857118","1.803379176443"
"2010/01","0.398157091949","0.573271961568","0.642707552689","0.824349626818"
"2010/02","1.181140008855","4.379115420385","1.072401550747","1.17105224138"
"2010/03","0.885566345719","-0.269830254971","0.238713815037","1.479458827835"
"2010/04","0.814888900206","-4.321292947093","0.113620111697","1.495081766212"
"2011/01","0.666060134207","1.520500100398","0.720451063356","0.679731036483"
"2011/02","0.427990646175","-8.7251265042","1.092767447918","0.58767382876"
"2011/03","1.785421869996","12.950771949392","1.212336420789","1.769600173585"
"2011/04","0.723050583373","-2.676333161171","1.952457979362","0.112583901501"
"2012/01","0.977987981044","3.336284235604","0.581822141304","1.394557765643"
"2012/02","0.666541849777","-0.920394117888","0.690304614062","0.528168144045"
"2012/03","0.182110711658","0.919429457676","0.316358303565","0.110303461878"
"2012/04","0.781417850637","3.19840063371","-0.921889977931","1.756377126936"
"2013/01","0.103948189298","-2.178676017412","0.313749444841","0.041190438599"
"2013/02","-0.406593076193","3.182629181178","-0.973056358","-0.128656284335"
"2013/03","0.61098304779","-0.80746860321","0.517878879976","0.72597065732"
"2013/04","0.495159089838","2.27800268384","0.707761695656","0.372937459081"
"2014/01","0.648854308","-0.473515385302","0.976511594982","0.333628545618"
"2014/02","1.309476341011","2.041617846359","1.874027578727","1.022375548106"
"2014/03","0.146391678989","1.633951614156","-0.652345643556","0.668375713916"
"2014/04","0.851142786455","-2.443472889223","1.208439673658","0.713948732919"
"2015/01","0.469969327586","3.463602202806","-0.510302754539","0.717693451019"
"2015/02","0.910355589048","-2.406953203554","0.739343113655","1.123014929889"
"2015/03","1.163807217212","0.256743661332","1.88554986726","0.827011099818"
"2015/04","-0.291470671513","2.460038873894","-0.749125900827","-0.323815453938"
"2016/01","-0.055905663425","-1.719983042544","-0.406509062165","0.531484576013"
"2016/02","0.372441315208","2.398266233021","-0.452650546496","0.599282563906"
"2016/03","0.888648233691","3.63954367409","0.120957846096","1.14685057542"
"2016/04","1.119215122939","-1.023480443443","0.979155703637","1.203532898693"
"2017/01","0.556798159095","0.131440915871","0.824844235733","0.459176523552"
"2017/02","0.150541946684","0.363844702175","-0.559314604522","0.434064960484"
"2017/03","-0.61093506176","1.078330357104","-0.994142804424","-0.304445122755"
"2017/04","1.399080411938","2.47396227561","0.955957312295","1.576116505482"
"2018/01","1.266795006929","0.091462876808","0.541888678889","1.482042557742"
"2018/02","-0.338185655974","0.636007380189","-0.49604591088","-0.050027608124"
"2018/03","0.414013621761","-2.692259139312","0.244137374318","0.646821993425"
"2018/04","-0.180881361005","3.091985748811","-0.912487197795","-0.055597580987"
"2019/01","0.006911015006","0.825710301845","-0.336747786203","0.007987530856"
"2019/02","-0.251201493345","-1.388809337506","0.215905162132","-0.34081587436"
"2019/03","-0.027496795866","-0.680003135235","-0.694355220795","0.439186501295"
"2019/04","-0.716056283688","-0.449062041425","-2.147233725359","-0.016521385025"
"2020/01","-1.154655101413","1.592006210045","-0.794360353848","-1.211281372545"
"2020/02","-18.926766597157","-1.583431687731","-21.662496090762","-17.826623771669"
"2020/03","15.474471884949","6.099131710312","22.211477501323","12.25902662781"
"2020/04","4.333538330473","-4.522821387627","4.377383093453","4.672936122408"
"2021/01","0.726685877112","1.807469167429","-0.877332820776","1.372539374281"
"2021/02","0.9710332101","2.782527514226","0.492594807611","1.00591440095"
"2021/03","-0.935895418381","-1.764665052998","-0.227483936787","-1.355886632515"
"2021/04","1.161966931642","0.110793330161","1.342229676511","0.795477504412"
"2022/01","1.478911662617","0.419970873689","2.591055100662","1.08346353746"
"2022/02","1.191128145063","0.839737679296","0.864516423515","1.279929270256"
"2022/03","0.725846943365","-1.325012470975","0.450714935897","1.121996477851"
