,,Imef_nm,,,,,,,Inmate,,,,,,,Ped_nm,,,,,,,Prod_nm,,,,,,,Empl_nm,,,,,,,EP_nm,,,,,,,,,,,,,,,
,,Índice No Manufacturero Ponderado,,,,,,,Indice No Manufacturero Ajustado por Tamaño de Empresa,,,,,,,Nuevos Pedidos No manufactureros,,,,,,,Producción No Manufacturera,,,,,,,Empleo No Manufacturero,,,,,,,Entrega de Productos No Manufacturero,,,,,,,,,,,,,,,
PERIODO,,SERIE ORIGINAL,,DESESTACIONALIZADA,,,TENDENCIA-CICLO,,SERIE ORIGINAL,,DESESTACIONALIZADA,,,TENDENCIA-CICLO,,SERIE ORIGINAL,,DESESTACIONALIZADA,,,TENDENCIA-CICLO,,SERIE ORIGINAL,,DESESTACIONALIZADA,,,TENDENCIA-CICLO,,SERIE ORIGINAL,,DESESTACIONALIZADA,,,TENDENCIA-CICLO,,SERIE ORIGINAL,,,DESESTACIONALIZADA,,,TENDENCIA-CICLO,,,,,,,,,
,,INDICE,DIF. ANUAL,D11,DIF. MENSUAL,DIF. ANUAL,D12,DIF. MENSUAL,INDICE,DIF. ANUAL,D11,DIF. MENSUAL,DIF. ANUAL,D12,DIF. MENSUAL,INDICE,DIF. ANUAL,D11,DIF. MENSUAL,DIF. ANUAL,D12,DIF. MENSUAL,INDICE,DIF. ANUAL,D11,DIF. MENSUAL,DIF. ANUAL,D12,DIF. MENSUAL,INDICE,DIF. ANUAL,D11,DIF. MENSUAL,DIF. ANUAL,D12,DIF. MENSUAL,INDICE,DIF. MENSUAL,DIF. ANUAL,D11,DIF. MENSUAL,DIF. ANUAL,D12,DIF. MENSUAL,,,,,,,,
,O,51.6,6.1,51.3648275312431000,0.3,6.3,51.4,0.7,51.9,3.5,51.5,-2.5,3.8,52.6,0.7,54.6,13.1,53.5,0.6,13.3,53.7,1.1,54.1,8.0,53.5,-0.9,8.3,54.1,1.1,49.4,3.8,49.8,0.5,4.0,49.4,0.6,48.3,0.3,-0.4,48.3,0.3,-0.4,48.4,0.0,,,,,,,,
,N,52.3,6.6,51.4379603533218000,0.0,6.4,51.9,0.5,53.6,4.5,52.1,0.6,4.4,53.2,0.6,55.4,11.5,54.1,0.6,11.3,54.6,0.9,55.8,9.7,54.3,0.8,9.7,54.7,0.6,49.2,3.9,49.2,-0.6,3.9,50.0,0.6,48.6,0.3,1.2,48.6,0.3,1.2,48.4,0.0,,,,,,,,
,D,52.9,7.5,52.1100084827029000,0.7,7.5,52.3,0.4,56.4,5.2,53.3,1.2,4.9,53.8,0.6,55.7,11.9,54.7,0.6,12.0,55.3,0.7,56.2,11.4,54.9,0.6,11.5,55.2,0.5,50.2,5.9,50.3,1.1,5.8,50.4,0.4,49.6,1.0,0.9,49.5,0.9,0.8,48.3,-0.1,,,,,,,,
2010,E,50.4,8.0,52.7537077346758000,0.7,8.9,52.6,0.3,51.2,8.1,55.5,2.2,9.2,54.4,0.6,53.5,14.6,56.8,2.1,15.5,55.8,0.5,52.3,11.7,55.6,0.7,12.7,55.6,0.4,48.9,5.9,51.0,0.7,6.7,50.9,0.5,46.8,-2.8,-0.1,47.6,-1.9,0.7,48.1,-0.2,,,,,,,,
,F,52.7,8.4,53.2434467666885000,0.4,8.5,52.8,0.2,54.1,7.5,55.6,0.1,7.4,55.1,0.7,55.9,13.2,56.6,-0.2,12.8,56.1,0.3,55.5,12.2,56.3,0.7,12.2,55.9,0.3,51.4,6.5,51.7,0.7,6.7,51.3,0.4,48.1,1.3,2.0,48.2,0.6,2.1,48.0,-0.1,,,,,,,,
,M,53.6,6.9,52.8109360142568000,-0.4,6.7,52.8,0.0,56.7,8.2,55.4,-0.2,7.9,55.6,0.5,56.6,9.8,55.9,-0.7,10.1,56.1,0.0,58.3,12.4,56.3,0.0,11.3,56.1,0.2,52.3,5.9,51.5,-0.2,5.9,51.5,0.2,47.0,-1.1,-0.7,47.3,-0.9,-0.4,47.9,-0.1,,,,,,,,
,A,52.5,6.7,52.6653228235335000,-0.1,6.9,52.8,0.0,55.3,8.6,55.4,0.0,8.7,55.7,0.1,55.3,11.0,55.7,-0.2,11.4,55.9,-0.2,55.9,11.4,56.3,0.0,11.4,56.1,0.0,51.3,4.0,51.5,0.0,4.2,51.7,0.2,47.6,0.6,0.4,47.4,0.1,0.2,47.8,-0.1,,,,,,,,
,M,53.0,8.3,52.5721723336138000,-0.1,8.2,52.7,-0.1,53.9,8.1,55.1,-0.3,8.8,55.5,-0.2,55.8,12.7,55.4,-0.3,12.5,55.5,-0.4,55.9,12.8,55.3,-1.0,12.1,55.7,-0.4,52.0,6.8,51.9,0.4,7.0,51.8,0.1,48.1,0.5,0.5,48.2,0.8,0.6,47.8,0.0,,,,,,,,
,J,51.8,4.9,52.2269845079742000,-0.4,4.8,52.5,-0.2,56.2,9.4,56.5,1.4,9.4,55.2,-0.3,53.9,6.4,54.6,-0.8,6.3,55.1,-0.4,54.7,8.3,55.4,0.1,8.2,55.3,-0.4,51.4,6.9,51.3,-0.6,6.9,51.7,-0.1,47.0,-1.1,-2.2,47.0,-1.2,-2.2,47.9,0.1,,,,,,,,
,J,52.4,3.6,52.7415917804297000,0.5,3.6,52.4,-0.1,55.5,4.5,54.9,-1.6,4.4,54.9,-0.3,55.2,5.2,55.5,0.9,5.1,54.8,-0.3,55.2,5.0,55.1,-0.3,4.8,54.8,-0.5,51.7,4.1,51.9,0.6,4.2,51.5,-0.2,47.5,0.5,0.2,47.5,0.5,0.2,48.0,0.1,,,,,,,,
,A,52.9,2.2,52.6769761355122000,0.0,2.3,52.2,-0.2,53.8,0.3,53.1,-1.8,0.5,54.7,-0.2,55.9,2.9,55.2,-0.3,3.4,54.7,-0.1,54.8,2.0,54.5,-0.6,2.2,54.4,-0.4,51.3,3.5,51.4,-0.5,3.6,51.2,-0.3,49.5,2.0,0.2,49.5,2.0,0.2,48.2,0.2,,,,,,,,
,S,51.1,0.4,51.5230357014999000,-1.2,0.4,52.2,0.0,53.5,1.0,55.0,1.9,1.0,54.7,0.0,52.3,0.8,53.8,-1.4,0.9,54.8,0.1,52.6,-1.0,53.4,-1.1,-1.0,54.2,-0.2,51.2,1.4,51.0,-0.4,1.7,50.9,-0.3,48.1,-1.4,0.1,48.1,-1.4,0.1,48.3,0.1,,,,,,,,
,O,52.2,0.6,52.0518475398905000,0.6,0.7,52.2,0.0,55.4,3.5,55.3,0.3,3.8,54.9,0.2,55.5,0.9,54.6,0.8,1.1,55.1,0.3,54.7,0.6,54.1,0.7,0.6,54.3,0.1,49.5,0.1,50.2,-0.8,0.4,50.8,-0.1,49.0,0.9,0.7,49.0,0.9,0.7,48.4,0.1,,,,,,,,
,N,53.4,1.1,52.5675334171010000,0.5,1.2,52.4,0.2,56.3,2.7,54.5,-0.8,2.4,55.2,0.3,57.5,2.1,56.1,1.5,2.0,55.5,0.4,56.3,0.5,54.8,0.7,0.5,54.7,0.4,50.8,1.6,50.7,0.5,1.5,50.9,0.1,49.2,0.2,0.6,49.2,0.2,0.6,48.5,0.1,,,,,,,,
,D,53.3,0.4,51.9735818925563000,-0.6,-0.1,52.6,0.2,59.3,2.9,55.8,1.3,2.5,55.5,0.3,56.8,1.1,55.2,-0.9,0.5,55.9,0.4,56.6,0.4,54.6,-0.2,-0.3,55.1,0.4,51.1,0.9,50.8,0.1,0.5,51.0,0.1,48.6,-0.6,-1.0,48.3,-0.9,-1.2,48.4,-0.1,,,,,,,,
2011,E,52.4,2.0,53.5413989683431000,1.5,0.7,52.8,0.2,52.9,1.7,56.4,0.6,0.9,55.7,0.2,55.7,2.2,57.4,2.2,0.6,56.2,0.3,54.6,2.3,56.4,1.8,0.8,55.6,0.5,50.9,2.0,51.9,1.1,0.9,51.4,0.4,48.4,-0.2,1.6,48.4,0.1,0.8,48.3,-0.1,,,,,,,,
,F,52.8,0.1,53.3193065915981000,-0.2,0.1,53.0,0.2,53.8,-0.3,55.8,-0.6,0.2,55.8,0.1,55.6,-0.3,56.4,-1.0,-0.2,56.4,0.2,55.6,0.1,56.5,0.1,0.2,55.9,0.3,51.9,0.5,52.0,0.1,0.3,51.7,0.3,48.3,-0.1,0.2,48.3,-0.1,0.1,48.2,-0.1,,,,,,,,
,M,53.3,-0.3,52.7135038453622000,-0.6,-0.1,53.1,0.1,56.3,-0.4,55.4,-0.4,0.0,55.8,0.0,57.0,0.4,56.3,-0.1,0.4,56.4,0.0,56.1,-2.2,55.2,-1.3,-1.1,56.0,0.1,52.5,0.2,51.6,-0.4,0.1,52.0,0.3,47.7,-0.6,0.7,47.7,-0.6,0.4,48.0,-0.2,,,,,,,,
,A,52.7,0.2,52.8435716712483000,0.1,0.1,53.1,0.0,55.6,0.3,55.5,0.1,0.1,55.9,0.1,55.8,0.5,55.9,-0.4,0.2,56.3,-0.1,56.0,0.1,56.3,1.1,0.0,55.8,-0.2,51.8,0.5,51.8,0.2,0.3,52.1,0.1,47.1,-0.6,-0.5,47.1,-0.6,-0.3,47.8,-0.2,,,,,,,,
,M,53.3,0.3,53.2155002923413000,0.4,0.6,53.0,-0.1,55.3,1.4,55.8,0.3,0.7,55.8,-0.1,56.4,0.6,56.2,0.3,0.8,56.2,-0.1,55.2,-0.7,55.4,-0.9,0.1,55.7,-0.1,53.2,1.2,52.9,1.1,1.0,52.1,0.0,48.3,1.2,0.2,48.3,1.2,0.1,47.7,-0.1,,,,,,,,
,J,52.6,0.8,53.0078763421679000,-0.2,0.8,52.9,-0.1,56.1,-0.1,56.4,0.6,-0.1,55.8,0.0,56.2,2.3,56.8,0.6,2.2,56.2,0.0,54.8,0.1,55.3,-0.1,-0.1,55.4,-0.3,51.8,0.4,51.6,-1.3,0.3,52.0,-0.1,47.8,-0.5,0.8,47.8,-0.5,0.8,47.5,-0.2,,,,,,,,
,J,52.5,0.1,52.8863033612739000,-0.1,0.2,52.8,-0.1,56.6,1.1,56.0,-0.4,1.1,55.6,-0.2,55.9,0.7,56.1,-0.7,0.6,56.2,0.0,55.7,0.5,55.7,0.4,0.6,55.3,-0.1,51.7,0.0,52.0,0.4,0.1,51.8,-0.2,46.6,-1.2,-0.9,46.6,-1.2,-0.9,47.5,0.0,,,,,,,,
,A,52.5,-0.4,52.4318871115139000,-0.5,-0.3,52.8,0.0,55.6,1.8,55.1,-0.9,2.0,55.5,-0.1,55.8,-0.1,55.9,-0.2,0.7,56.4,0.2,55.3,0.5,55.2,-0.5,0.7,55.4,0.1,51.3,0.0,51.4,-0.6,0.0,51.7,-0.1,47.8,1.2,-1.7,47.8,1.2,-1.7,47.4,-0.1,,,,,,,,
,S,49.4,-1.7,49.9627789934087000,-2.4,-1.5,52.8,0.0,50.1,-3.4,51.7,-3.4,-3.3,55.2,-0.3,50.6,-1.7,52.0,-3.9,-1.8,56.6,0.2,51.2,-1.4,52.1,-3.1,-1.3,55.6,0.2,49.0,-2.2,49.0,-2.4,-2.0,51.6,-0.1,46.9,-0.9,-1.2,47.1,-0.7,-1.0,47.4,0.0,,,,,,,,
,O,53.0,0.8,52.8238103865593000,2.8,0.7,52.9,0.1,54.5,-0.9,54.3,2.6,-1.0,54.8,-0.4,57.8,2.3,57.0,5.0,2.4,56.7,0.1,56.4,1.7,55.9,3.8,1.8,55.8,0.2,50.7,1.2,51.1,2.1,0.9,51.6,0.0,47.3,0.4,-1.7,47.3,0.2,-1.7,47.5,0.1,,,,,,,,
,N,54.4,1.0,53.4582070547082000,0.7,0.9,52.9,0.0,57.8,1.5,55.7,1.4,1.2,54.3,-0.5,58.8,1.3,57.4,0.4,1.3,56.7,0.0,57.4,1.1,56.0,0.1,1.2,56.1,0.3,52.6,1.8,52.4,1.3,1.7,51.6,0.0,48.6,1.3,-0.6,48.6,1.3,-0.6,47.5,0.0,,,,,,,,
,D,53.8,0.5,53.2465593140128000,-0.3,1.2,53.0,0.1,57.7,-1.6,53.7,-2.0,-2.1,53.9,-0.4,58.1,1.3,57.4,0.0,2.2,56.8,0.1,58.1,1.5,57.6,1.6,3.0,56.2,0.1,51.9,0.8,51.7,-0.7,0.9,51.7,0.1,47.2,-1.4,-1.4,47.3,-1.3,-1.0,47.6,0.1,,,,,,,,
2012,E,51.7,-0.7,52.6547644924357000,-0.5,-0.8,53.1,0.1,50.0,-2.9,53.7,0.0,-2.7,53.6,-0.3,54.4,-1.3,55.8,-1.6,-1.6,57.0,0.2,54.3,-0.3,55.8,-1.8,-0.6,56.4,0.2,50.7,-0.2,51.7,0.0,-0.2,51.7,0.0,47.3,0.1,-1.1,47.3,0.0,-1.1,47.7,0.1,,,,,,,,
,F,52.4,-0.4,52.8310298956835000,0.1,-0.5,53.2,0.1,49.7,-4.1,51.9,-1.8,-3.9,53.3,-0.3,55.9,0.3,56.5,0.7,0.1,57.2,0.2,54.6,-1.0,55.4,-0.4,-1.1,56.6,0.2,51.3,-0.6,51.5,-0.2,-0.5,51.8,0.1,47.6,0.3,-0.7,47.7,0.4,-0.6,47.7,0.0,,,,,,,,
,M,54.4,1.1,53.8630708626020000,1.1,1.2,53.3,0.1,54.4,-1.9,53.8,1.9,-1.6,53.3,0.0,58.0,1.0,57.7,1.2,1.4,57.4,0.2,58.6,2.5,57.9,2.5,2.7,56.7,0.1,52.4,-0.1,51.5,0.0,-0.1,51.8,0.0,48.5,0.9,0.8,48.5,0.8,0.8,47.8,0.1,,,,,,,,
,A,53.1,0.4,53.2070928968904000,-0.7,0.4,53.3,0.0,53.5,-2.1,53.4,-0.4,-2.1,53.4,0.1,57.6,1.8,57.7,0.0,1.8,57.5,0.1,55.7,-0.3,55.9,-2.0,-0.4,56.8,0.1,52.5,0.7,52.2,0.7,0.4,51.9,0.1,46.6,-1.9,-0.5,46.6,-1.9,-0.5,48.0,0.2,,,,,,,,
,M,55.0,1.7,55.1764086002984000,2.0,2.0,53.4,0.1,53.9,-1.4,54.1,0.7,-1.7,53.6,0.2,59.2,2.8,59.2,1.5,3.0,57.5,0.0,58.1,2.9,58.4,2.5,3.0,56.9,0.1,54.2,1.0,54.0,1.8,1.1,52.0,0.1,48.6,2.0,0.3,48.6,2.0,0.3,48.1,0.1,,,,,,,,
,J,53.1,0.5,53.3002771159079000,-1.9,0.3,53.4,0.0,53.9,-2.2,54.3,0.2,-2.1,53.8,0.2,56.2,0.0,56.5,-2.7,-0.3,57.5,0.0,56.2,1.4,56.4,-2.0,1.1,57.0,0.1,52.5,0.7,52.3,-1.7,0.7,52.0,0.0,47.7,-0.9,-0.1,47.7,-0.9,-0.1,48.2,0.1,,,,,,,,
,J,52.3,-0.2,52.6421763619375000,-0.7,-0.3,53.5,0.1,53.3,-3.3,52.7,-1.6,-3.3,54.0,0.2,56.3,0.4,56.4,-0.1,0.3,57.4,-0.1,54.3,-1.4,54.3,-2.1,-1.4,57.0,0.0,51.0,-0.7,51.5,-0.8,-0.5,52.1,0.1,47.4,-0.3,0.8,47.4,-0.3,0.8,48.3,0.1,,,,,,,,
,A,53.3,0.8,53.4015639487789000,0.8,1.0,53.6,0.1,55.3,-0.3,54.9,2.2,-0.2,54.0,0.0,55.9,0.1,56.2,-0.2,0.3,57.3,-0.1,56.1,0.8,56.2,1.9,1.0,56.9,-0.1,52.3,1.0,52.4,0.9,1.0,52.1,0.0,48.8,1.4,1.0,48.8,1.4,1.0,48.4,0.1,,,,,,,,
,S,54.0,4.6,54.4971052474404000,1.1,4.5,53.6,0.0,52.0,1.9,53.5,-1.4,1.8,54.0,0.0,57.4,6.8,58.7,2.5,6.7,57.3,0.0,57.8,6.6,58.9,2.7,6.8,56.7,-0.2,51.6,2.6,51.8,-0.6,2.8,52.1,0.0,49.1,0.3,2.2,49.1,0.3,2.0,48.5,0.1,,,,,,,,
,O,54.3,1.3,54.0037701327827000,-0.5,1.2,53.6,0.0,54.6,0.1,54.3,0.8,0.0,53.8,-0.2,59.0,1.2,58.4,-0.3,1.4,57.1,-0.2,57.4,1.0,56.8,-2.1,0.9,56.3,-0.4,52.3,1.6,52.5,0.7,1.4,52.1,0.0,48.6,-0.5,1.3,48.6,-0.5,1.3,48.6,0.1,,,,,,,,
,N,53.8,-0.6,52.6720938185858000,-1.3,-0.8,53.3,-0.3,56.2,-1.6,53.7,-0.6,-2.0,53.6,-0.2,57.7,-1.1,56.1,-2.3,-1.3,56.7,-0.4,56.9,-0.5,55.3,-1.5,-0.7,55.8,-0.5,52.0,-0.6,51.5,-1.0,-0.9,52.0,-0.1,48.4,-0.2,-0.2,48.4,-0.2,-0.2,48.6,0.0,,,,,,,,
,D,54.4,0.6,53.1076691972964000,0.4,-0.1,53.0,-0.3,58.2,0.5,53.8,0.1,0.1,53.5,-0.1,57.6,-0.5,55.2,-0.9,-2.2,56.0,-0.7,56.6,-1.5,54.9,-0.4,-2.7,55.1,-0.7,52.6,0.7,52.2,0.7,0.5,51.8,-0.2,50.9,2.5,3.7,51.3,2.9,4.0,48.6,0.0,,,,,,,,
2013,E,51.8,0.1,52.8289222295841000,-0.3,0.1,52.5,-0.5,48.1,-1.9,52.0,-1.8,-1.7,53.4,-0.1,54.1,-0.3,55.5,0.3,-0.3,55.2,-0.8,53.4,-0.9,54.7,-0.2,-1.1,54.5,-0.6,50.9,0.2,51.9,-0.3,0.2,51.5,-0.3,49.0,-1.9,1.7,49.0,-2.3,1.7,48.5,-0.1,,,,,,,,
,F,51.1,-1.3,51.6384642013740000,-1.2,-1.2,52.1,-0.4,50.8,1.1,53.3,1.3,1.4,53.3,-0.1,54.0,-1.9,54.6,-0.9,-1.9,54.5,-0.7,52.8,-1.8,53.5,-1.2,-1.9,53.9,-0.6,50.0,-1.3,50.3,-1.6,-1.2,51.2,-0.3,47.7,-1.3,0.1,47.7,-1.3,0.0,48.5,0.0,,,,,,,,
,M,51.3,-3.1,51.7564296783153000,0.2,-2.1,51.8,-0.3,54.5,0.1,54.3,1.0,0.5,53.3,0.0,52.2,-5.8,53.5,-1.1,-4.2,54.1,-0.4,52.3,-6.3,53.3,-0.2,-4.6,53.5,-0.4,51.6,-0.8,51.4,1.1,-0.1,50.9,-0.3,49.2,1.5,0.7,49.0,1.3,0.5,48.5,0.0,,,,,,,,
,A,52.5,-0.6,51.8847724876899000,0.1,-1.3,51.6,-0.2,53.8,0.3,53.6,-0.7,0.2,53.3,0.0,55.3,-2.3,54.3,0.8,-3.4,53.9,-0.2,55.6,-0.1,54.0,0.7,-1.9,53.3,-0.2,50.9,-1.6,50.5,-0.9,-1.7,50.6,-0.3,48.4,-0.8,1.8,48.4,-0.6,1.8,48.5,0.0,,,,,,,,
,M,50.4,-4.6,50.6812309473594000,-1.2,-4.5,51.4,-0.2,52.8,-1.1,52.6,-1.0,-1.5,53.1,-0.2,52.4,-6.8,52.5,-1.8,-6.7,53.7,-0.2,51.5,-6.6,51.5,-2.5,-6.9,52.9,-0.4,50.0,-4.2,49.9,-0.6,-4.1,50.3,-0.3,47.9,-0.5,-0.7,47.9,-0.5,-0.7,48.5,0.0,,,,,,,,
,J,51.8,-1.3,51.7430961991777000,1.0,-1.6,51.1,-0.3,51.8,-2.1,52.4,-0.2,-1.9,52.7,-0.4,53.8,-2.4,54.0,1.5,-2.5,53.2,-0.5,53.8,-2.4,53.9,2.4,-2.5,52.6,-0.3,51.0,-1.5,50.8,0.9,-1.5,50.0,-0.3,48.4,0.5,0.7,48.4,0.5,0.7,48.6,0.1,,,,,,,,
,J,51.2,-1.1,51.6138515105313000,-0.1,-1.0,50.8,-0.3,54.2,0.9,53.6,1.2,0.9,52.3,-0.4,54.2,-2.1,54.3,0.3,-2.1,52.6,-0.6,52.8,-1.5,53.0,-0.9,-1.3,52.1,-0.5,49.1,-1.9,49.7,-1.1,-1.8,49.7,-0.3,48.8,0.4,1.4,48.8,0.4,1.4,48.8,0.2,,,,,,,,
,A,49.8,-3.5,50.0353727328529000,-1.6,-3.4,50.5,-0.3,51.3,-4.0,50.8,-2.8,-4.1,52.0,-0.3,52.1,-3.8,52.2,-2.1,-4.0,52.1,-0.5,50.6,-5.5,50.7,-2.3,-5.5,51.8,-0.3,47.9,-4.4,47.9,-1.8,-4.5,49.6,-0.1,48.6,-0.2,-0.2,48.6,-0.2,-0.2,49.0,0.2,,,,,,,,
,S,49.3,-4.7,49.7883137643284000,-0.2,-4.7,50.5,0.0,50.3,-1.7,51.8,1.0,-1.7,52.0,0.0,49.3,-8.1,50.4,-1.8,-8.3,51.9,-0.2,50.1,-7.7,51.3,0.6,-7.6,51.7,-0.1,48.6,-3.0,48.8,0.9,-3.0,49.6,0.0,49.1,0.5,0.0,49.1,0.5,0.0,49.2,0.2,,,,,,,,
,O,50.7,-3.6,50.2670561386186000,0.5,-3.7,50.7,0.2,52.7,-1.9,52.3,0.5,-2.0,52.2,0.2,51.2,-7.8,50.5,0.1,-7.9,52.3,0.4,52.3,-5.1,51.6,0.3,-5.2,52.0,0.3,50.0,-2.3,49.9,1.1,-2.6,49.8,0.2,49.4,0.3,0.8,49.4,0.3,0.8,49.3,0.1,,,,,,,,
,N,52.0,-1.8,50.7983891083851000,0.5,-1.9,51.2,0.5,54.6,-1.6,51.9,-0.4,-1.8,52.5,0.3,53.9,-3.8,52.1,1.6,-4.0,53.1,0.8,53.7,-3.2,52.1,0.5,-3.2,52.4,0.4,50.6,-1.4,49.9,0.0,-1.6,50.2,0.4,49.9,0.5,1.5,49.9,0.5,1.5,49.5,0.2,,,,,,,,
,D,54.4,0.0,53.5393939216090000,2.7,0.4,51.7,0.5,57.5,-0.7,53.7,1.8,-0.1,52.8,0.3,57.3,-0.3,56.2,4.1,1.0,54.0,0.9,58.4,1.8,57.9,5.8,3.0,52.8,0.4,52.0,-0.6,51.6,1.7,-0.6,50.6,0.4,49.9,0.0,-1.0,50.3,0.4,-1.0,49.6,0.1,,,,,,,,
2014,E,51.4,-0.4,52.5735120173353000,-0.9,-0.2,52.0,0.3,49.5,1.4,53.4,-0.3,1.4,53.0,0.2,54.4,0.3,56.1,-0.1,0.6,54.6,0.6,52.9,-0.5,54.4,-3.5,-0.3,53.1,0.3,48.8,-2.1,50.1,-1.5,-1.8,50.7,0.1,49.6,-0.3,0.6,49.6,-0.7,0.6,49.6,0.0,,,,,,,,
,F,51.7,0.6,52.3280514157756000,-0.3,0.7,52.0,0.0,50.8,0.0,53.1,-0.3,-0.2,53.0,0.0,53.6,-0.4,54.4,-1.7,-0.2,54.6,0.0,52.6,-0.2,53.1,-1.3,-0.4,52.8,-0.3,50.8,0.8,51.2,1.1,0.9,50.6,-0.1,49.6,0.0,1.9,49.6,0.0,1.9,49.6,0.0,,,,,,,,
,M,51.9,0.6,51.7891781012003000,-0.5,0.0,51.6,-0.4,51.4,-3.1,51.5,-1.6,-2.8,52.8,-0.2,53.7,1.5,54.1,-0.3,0.6,53.9,-0.7,52.5,0.2,52.3,-0.8,-1.0,52.3,-0.5,51.2,-0.4,50.6,-0.6,-0.8,50.2,-0.4,50.1,0.5,0.9,50.1,0.5,1.1,49.6,0.0,,,,,,,,
,A,50.7,-1.8,50.6524197807011000,-1.1,-1.2,51.1,-0.5,53.7,-0.1,53.5,2.0,-0.1,52.4,-0.4,52.7,-2.6,52.6,-1.5,-1.7,53.2,-0.7,51.3,-4.3,51.2,-1.1,-2.8,51.8,-0.5,49.9,-1.0,49.5,-1.1,-1.0,49.7,-0.5,48.8,-1.3,0.4,48.8,-1.3,0.4,49.5,-0.1,,,,,,,,
,M,50.1,-0.3,50.5307215948706000,-0.2,-0.2,50.8,-0.3,53.3,0.5,52.8,-0.7,0.2,52.1,-0.3,51.6,-0.8,52.0,-0.6,-0.5,52.7,-0.5,51.3,-0.2,51.2,0.0,-0.3,51.6,-0.2,48.6,-1.4,48.8,-0.7,-1.1,49.2,-0.5,49.1,0.3,1.2,49.1,0.3,1.2,49.4,-0.1,,,,,,,,
,J,50.3,-1.5,50.1231593925730000,-0.4,-1.6,50.7,-0.1,50.1,-1.7,50.9,-1.9,-1.5,52.0,-0.1,52.1,-1.7,52.0,0.0,-2.0,52.8,0.1,51.5,-2.3,51.4,0.2,-2.5,51.8,0.2,48.7,-2.3,48.5,-0.3,-2.3,49.0,-0.2,49.0,-0.1,0.6,49.0,-0.1,0.6,49.3,-0.1,,,,,,,,
,J,50.2,-1.0,50.4256545300148000,0.3,-1.2,50.9,0.2,50.7,-3.5,49.9,-1.0,-3.7,52.1,0.1,52.5,-1.7,52.3,0.3,-2.0,53.4,0.6,50.7,-2.1,50.8,-0.6,-2.2,52.4,0.6,48.6,-0.5,49.0,0.5,-0.7,49.0,0.0,49.2,0.2,0.4,49.2,0.2,0.4,49.3,0.0,,,,,,,,
,A,52.6,2.8,52.8285799902258000,2.4,2.8,51.2,0.3,54.0,2.7,53.4,3.5,2.6,52.3,0.2,56.4,4.3,56.1,3.8,3.9,53.9,0.5,55.4,4.8,55.4,4.6,4.7,53.1,0.7,49.4,1.5,49.3,0.3,1.4,49.1,0.1,49.4,0.2,0.8,49.4,0.2,0.8,49.3,0.0,,,,,,,,
,S,51.2,1.9,51.7356801000449000,-1.1,1.9,51.3,0.1,51.7,1.4,53.0,-0.4,1.2,52.7,0.4,53.9,4.6,54.9,-1.2,4.5,54.1,0.2,52.3,2.2,53.6,-1.8,2.3,53.7,0.6,49.1,0.5,49.3,0.0,0.5,49.1,0.0,49.5,0.1,0.4,49.5,0.1,0.4,49.2,-0.1,,,,,,,,
,O,51.8,1.1,51.3285243765633000,-0.4,1.0,51.3,0.0,52.6,-0.1,52.1,-0.9,-0.2,52.9,0.2,54.1,2.9,53.5,-1.4,3.0,53.9,-0.2,54.0,1.7,53.3,-0.3,1.7,53.8,0.1,49.4,-0.6,49.0,-0.3,-0.9,49.1,0.0,49.7,0.2,0.3,49.7,0.2,0.3,49.2,0.0,,,,,,,,
,N,52.5,0.5,51.2980945643171000,0.0,0.5,51.0,-0.3,56.8,2.2,54.2,2.1,2.3,53.0,0.1,55.0,1.1,53.1,-0.4,1.0,53.3,-0.6,55.8,2.1,54.3,1.0,2.2,53.6,-0.2,50.5,-0.1,49.7,0.7,-0.2,48.8,-0.3,48.8,-0.9,-1.1,48.8,-0.9,-1.1,49.2,0.0,,,,,,,,
,D,51.7,-2.7,50.5644803593050000,-0.7,-2.9,50.7,-0.3,56.1,-1.4,53.3,-0.9,-0.4,52.8,-0.2,54.5,-2.8,53.1,0.0,-3.1,52.6,-0.7,53.9,-4.5,53.5,-0.8,-4.4,53.0,-0.6,48.0,-4.0,47.8,-1.9,-3.8,48.5,-0.3,50.1,1.3,0.2,50.1,1.3,-0.2,49.2,0.0,,,,,,,,
2015,E,48.4,-3.0,49.7130838677516000,-0.9,-2.9,50.4,-0.3,47.8,-1.7,51.5,-1.8,-1.9,52.5,-0.3,48.3,-6.1,50.4,-2.7,-5.7,52.1,-0.5,49.5,-3.4,51.3,-2.2,-3.1,52.3,-0.7,47.2,-1.6,48.6,0.8,-1.5,48.4,-0.1,48.5,-1.6,-1.1,48.5,-1.6,-1.1,49.2,0.0,,,,,,,,
,F,49.9,-1.8,50.5658663330947000,0.9,-1.7,50.3,-0.1,49.9,-0.9,51.9,0.4,-1.2,52.2,-0.3,52.1,-1.5,52.9,2.5,-1.5,52.0,-0.1,52.0,-0.6,52.2,0.9,-0.9,52.0,-0.3,47.3,-3.5,47.7,-0.9,-3.5,48.4,0.0,48.1,-0.4,-1.5,48.1,-0.4,-1.5,49.2,0.0,,,,,,,,
,M,49.7,-2.2,49.7153378499446000,-0.9,-2.1,50.5,0.2,52.7,1.3,53.2,1.3,1.7,52.1,-0.1,50.9,-2.8,51.2,-1.7,-2.9,52.1,0.1,51.1,-1.4,50.8,-1.4,-1.5,51.9,-0.1,47.1,-4.1,46.6,-1.1,-4.0,48.6,0.2,49.8,1.7,-0.3,49.8,1.7,-0.3,49.2,0.0,,,,,,,,
